PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,O_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY,AREA_TYPE,NAICS,NAICS_TITLE,OWN_CODE,PCT_TOTAL,I_GROUP
CA,41860,"San Francisco-Oakland-Hayward, CA",39-4012,Crematory Operators,detailed,50,39.1,0.022,1.55,21.09,43870,5.5,18.17,18.2,20.4,23.06,23.31,37800,37860,42430,47970,48470,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",39-4021,Funeral Attendants,detailed,180,11.7,0.079,0.34,21.84,45440,2.9,16.55,16.94,21.82,23.64,27.56,34410,35230,45390,49170,57330,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",39-4031,"Morticians, Undertakers, and Funeral Arrangers",detailed,220,13.7,0.099,0.56,27.56,57330,8.6,16.98,17.21,22.21,28.89,36.93,35320,35800,46190,60100,76810,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",39-5012,"Hairdressers, Hairstylists, and Cosmetologists",detailed,2290,16.3,1.023,0.5,18.85,39220,6.3,14,14.07,16.74,20.81,28.34,29120,29260,34820,43290,58940,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",39-5092,Manicurists and Pedicurists,detailed,3120,8.8,1.393,1.63,17.97,37380,6.4,14.53,14.57,17.09,18.13,22.13,30220,30310,35550,37720,46030,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",39-5094,Skincare Specialists,detailed,1140,28.9,0.507,1.41,22.63,47060,12.4,14.51,16.35,17.99,22.38,42.64,30170,34010,37420,46550,88680,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",39-6011,Baggage Porters and Bellhops,detailed,320,16,0.144,0.99,18.64,38760,2.8,14.35,16.68,18.24,20.93,22.97,29840,34690,37930,43530,47770,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",39-6012,Concierges,detailed,530,29.7,0.238,1,21,43690,4.1,16.82,17.32,17.55,24.46,27.08,34980,36020,36510,50890,56320,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",39-7010,Tour and Travel Guides,detailed,490,10.3,0.218,0.99,21.4,44510,2.9,16.49,17.02,20.26,23.69,26.27,34300,35400,42130,49280,54650,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",39-9011,Childcare Workers,detailed,3840,12.2,1.712,0.55,18.81,39120,2.6,14.44,16.44,17.56,21.02,22.74,30030,34200,36530,43720,47290,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",39-9031,Exercise Trainers and Group Fitness Instructors,detailed,3890,7.7,1.736,1.1,32.76,68140,6.2,16.51,22.66,30.72,38.33,49.73,34330,47130,63910,79730,103430,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",39-9032,Recreation Workers,detailed,6280,19.1,2.802,1.5,18.58,38640,4.7,14.4,14.45,17.13,19.92,23.32,29950,30050,35620,41420,48510,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",39-9041,Residential Advisors,detailed,1310,10.3,0.583,0.89,22.22,46210,1.7,16.62,17.18,21.35,23.64,32.49,34570,35730,44420,49170,67580,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",39-9099,"Personal Care and Service Workers, All Other",detailed,1050,24.1,0.467,0.91,18.03,37490,3.7,14.4,16.53,17.13,18.77,20.76,29950,34380,35630,39030,43190,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",41-0000,Sales and Related Occupations,major,185620,1.2,82.785,0.88,30.78,64020,1.1,16.47,17.08,21.48,35.66,60.24,34260,35530,44690,74180,125300,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",41-1011,First-Line Supervisors of Retail Sales Workers,detailed,11800,3.1,5.264,0.65,26.62,55360,1.4,17.56,21.14,23.12,29.34,37.58,36530,43980,48090,61020,78170,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",41-1012,First-Line Supervisors of Non-Retail Sales Workers,detailed,2470,6.7,1.103,0.64,46.24,96190,2.4,26.74,30.53,43.98,53.65,76.24,55610,63510,91480,111600,158590,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",41-2011,Cashiers,detailed,49060,3.7,21.88,0.93,17.74,36910,0.5,14.49,16.66,17.02,17.97,22.13,30140,34640,35410,37380,46030,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",41-2021,Counter and Rental Clerks,detailed,7760,5.4,3.46,1.31,21.31,44310,1.5,15.24,17.02,18.22,22.51,29.04,31700,35400,37890,46810,60390,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",41-2022,Parts Salespersons,detailed,2370,7.3,1.058,0.56,21.65,45040,2.3,14.44,16.85,20.48,26.61,33.14,30030,35040,42600,55340,68940,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",41-2031,Retail Salespersons,detailed,38200,1.7,17.038,0.65,19.78,41150,0.9,14.65,16.9,17.34,20.84,26.23,30460,35160,36070,43350,54560,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",41-3011,Advertising Sales Agents,detailed,1530,22.6,0.683,1,39.61,82390,3.4,21.08,27.55,35.68,44.85,63.07,43840,57310,74220,93280,131180,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",41-3021,Insurance Sales Agents,detailed,5110,9.4,2.278,0.76,49.74,103470,12.9,17.94,23.58,34.39,59.73,#,37320,49050,71530,124240,#,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",41-3031,"Securities, Commodities, and Financial Services Sales Agents",detailed,11750,4.6,5.24,1.73,50.28,104580,3,23.37,27.86,37.38,60.74,97.72,48610,57950,77740,126330,203260,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",41-3041,Travel Agents,detailed,460,15.5,0.207,0.78,25.2,52420,5,17.38,21.66,22.59,27.82,35.75,36150,45050,46990,57860,74350,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",41-3091,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",detailed,24110,3.6,10.754,1.48,46.81,97360,1.9,21.29,28.55,38.18,60.49,79.84,44280,59390,79410,125820,166070,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,5670,7.4,2.531,1.34,57.95,120530,2.9,27.47,37.38,55.56,77.18,94.16,57130,77740,115560,160530,195860,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,13450,2.9,6.001,0.68,41.04,85370,1.4,17.55,26.53,35.93,48.02,70.15,36500,55180,74730,99880,145910,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",41-9011,Demonstrators and Product Promoters,detailed,1070,11.7,0.477,1.65,22.09,45940,2.2,16.63,17.08,20.77,26.54,28.42,34590,35530,43200,55210,59120,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",41-9021,Real Estate Brokers,detailed,2440,32.4,1.088,3.16,59.1,122930,22.1,23.2,23.45,48.69,79.54,#,48260,48770,101280,165440,#,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",41-9022,Real Estate Sales Agents,detailed,**,**,**,**,35.35,73530,12.9,17.32,23.01,28.11,45.19,62.29,36030,47860,58460,93990,129550,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",41-9031,Sales Engineers,detailed,1810,8,0.805,1.91,70.27,146150,2.5,37.53,49,62.95,80.33,#,78060,101920,130930,167090,#,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",41-9041,Telemarketers,detailed,560,16,0.249,0.3,19.78,41140,2.9,15.78,16.72,17.45,21.09,26.14,32820,34770,36300,43860,54380,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",41-9099,"Sales and Related Workers, All Other",detailed,4470,7.2,1.995,1.19,34.53,71820,2.8,16.11,20.83,28.44,44.21,59.28,33500,43330,59160,91950,123310,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",43-0000,Office and Administrative Support Occupations,major,241860,1.5,107.867,0.83,27.68,57570,0.6,17.27,20.88,26.18,32.32,38.49,35920,43420,54440,67230,80060,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,20270,2.4,9.04,0.88,37.71,78430,1,23.38,29.13,35.11,45.11,57.28,48640,60590,73030,93830,119140,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",43-2011,"Switchboard Operators, Including Answering Service",detailed,810,5.9,0.361,1.06,24.64,51250,1.4,16.65,17.94,23.04,29.16,35.92,34620,37310,47920,60660,74720,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",43-2021,Telephone Operators,detailed,70,37.2,0.031,1.12,24.41,50770,5.4,22,22,22,27.91,27.91,45760,45760,45760,58060,58060,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",43-3011,Bill and Account Collectors,detailed,2360,10.2,1.055,0.7,26.89,55940,1.6,18.2,21.33,26.62,29.36,36.67,37850,44360,55380,61060,76270,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",43-3021,Billing and Posting Clerks,detailed,6360,6.7,2.838,0.93,26.42,54960,1.2,17.95,21.28,26.18,29.41,36.65,37330,44270,54460,61170,76240,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,20200,4.5,9.007,0.84,28.21,58670,0.9,18.05,22.37,27.49,33.56,37.55,37540,46520,57180,69800,78100,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",43-3041,Gambling Cage Workers,detailed,70,14,0.033,0.42,17.56,36530,1.5,14.39,16.69,16.85,17.68,21.4,29940,34710,35050,36780,44500,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",43-3051,Payroll and Timekeeping Clerks,detailed,2660,5.6,1.187,1.12,32.02,66600,1.9,21.25,26.33,29.93,37.2,44.7,44200,54770,62260,77370,92970,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",43-3061,Procurement Clerks,detailed,640,7.6,0.286,0.65,27.31,56800,1.7,18.71,21.37,26.22,29.46,36.39,38920,44450,54540,61280,75680,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",43-3071,Tellers,detailed,4390,9,1.956,0.76,20.91,43490,1.4,17.49,17.96,21.13,22.66,23.12,36390,37360,43950,47140,48090,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",43-3099,"Financial Clerks, All Other",detailed,390,15.3,0.173,0.8,32.48,67550,4,21.1,23.1,32.24,36.72,46.28,43880,48050,67050,76380,96250,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",43-4011,Brokerage Clerks,detailed,830,7.1,0.371,1.31,31.73,66010,1.9,22.82,26.7,29.13,34.76,44.05,47460,55540,60590,72300,91630,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",43-4031,"Court, Municipal, and License Clerks",detailed,2060,3.1,0.918,0.86,31.98,66520,0.3,20.54,26.86,29.16,37.04,46.74,42720,55870,60660,77050,97220,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",43-4041,"Credit Authorizers, Checkers, and Clerks",detailed,90,27.1,0.042,0.35,25.6,53250,4.9,17.06,18.19,25.9,28.9,42.07,35490,37830,53870,60120,87510,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",43-4051,Customer Service Representatives,detailed,24280,3.3,10.828,0.55,24.29,50510,1,16.84,18.34,22.38,28.03,34.99,35030,38140,46550,58290,72770,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",43-4061,"Eligibility Interviewers, Government Programs",detailed,3120,1.3,1.392,1.3,32.64,67900,0.3,20.68,28.25,32.45,37.55,47.87,43010,58760,67500,78100,99580,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",43-4071,File Clerks,detailed,1010,10.5,0.452,0.75,24.14,50210,1.7,16.78,17.52,22.38,28.49,35.91,34910,36430,46550,59250,74690,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",43-4081,"Hotel, Motel, and Resort Desk Clerks",detailed,2390,7.8,1.067,0.68,19.19,39910,1.7,16.71,17.07,17.42,21.28,22.46,34750,35510,36230,44260,46710,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",43-4111,"Interviewers, Except Eligibility and Loan",detailed,2860,7,1.275,1.06,25.92,53920,1.6,17.02,21.32,26.02,29.14,35.94,35410,44350,54120,60610,74740,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",43-4121,"Library Assistants, Clerical",detailed,1390,3.2,0.621,1.11,25.85,53770,0.6,17.63,22.1,27,28.76,35.49,36660,45980,56170,59820,73820,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",43-4131,Loan Interviewers and Clerks,detailed,2440,6.9,1.089,0.64,27.95,58140,1.6,17.8,21.57,27.17,33.82,35.73,37020,44860,56520,70350,74320,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",43-4141,New Accounts Clerks,detailed,140,19.3,0.062,0.22,26.05,54190,5.3,17.44,20.87,23.12,33.08,35.69,36280,43410,48090,68810,74240,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",43-4151,Order Clerks,detailed,2350,6.8,1.047,1.1,23.2,48260,1.5,16.85,18.09,21.85,27.07,30.44,35050,37630,45450,56300,63320,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",detailed,1710,6.4,0.762,1.04,26.64,55410,1.9,18.05,21.57,26.39,30.01,36.82,37540,44870,54900,62430,76580,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",43-4171,Receptionists and Information Clerks,detailed,9420,5.2,4.199,0.6,21.48,44680,1.6,16.6,17.25,20.91,25.63,28.35,34520,35870,43480,53300,58970,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,detailed,1920,6.7,0.855,1.19,23.09,48030,1.4,15.34,17.48,21.88,27.53,34.74,31910,36360,45510,57270,72270,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",43-4199,"Information and Record Clerks, All Other",detailed,2850,5.9,1.269,1.15,28.92,60160,1.4,20.54,22.69,28.38,35,37.04,42730,47200,59020,72800,77050,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",43-5011,Cargo and Freight Agents,detailed,1760,6.2,0.786,1.29,26.77,55690,3.8,17.82,20.94,23.03,29.95,36.65,37070,43550,47910,62290,76240,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",43-5021,Couriers and Messengers,detailed,1840,21.7,0.82,1.69,20.06,41720,3.3,16.46,16.49,20.4,20.89,26.4,34230,34300,42430,43460,54910,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",43-5031,Public Safety Telecommunicators,detailed,1030,3.7,0.458,0.67,44.61,92790,0.6,34.26,37.55,46.75,47.87,59.49,71260,78100,97240,99580,123750,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",43-5032,"Dispatchers, Except Police, Fire, and Ambulance",detailed,3820,6.6,1.702,1.23,24.56,51080,2.4,17.1,18.52,21.22,27.69,36.36,35560,38520,44150,57600,75630,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",43-5041,"Meter Readers, Utilities",detailed,70,17.8,0.031,0.18,33.43,69530,6.6,21.26,27.11,36.05,37.04,46.41,44220,56390,74980,77050,96520,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",43-5051,Postal Service Clerks,detailed,960,0,0.43,0.76,26.31,54710,0,18.69,22.25,25.61,30.87,31.49,38880,46280,53270,64210,65500,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",43-5052,Postal Service Mail Carriers,detailed,4900,0,2.186,0.92,27.32,56820,0,20.68,21.65,32.32,32.32,32.32,43010,45030,67230,67230,67230,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",detailed,2200,0,0.98,1.23,26.57,55260,0,18.1,21.12,30.2,30.87,30.87,37650,43930,62820,64210,64210,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",43-5061,"Production, Planning, and Expediting Clerks",detailed,6800,6.4,3.035,1.16,30.31,63050,0.7,20.52,23.32,28.86,36.1,42.81,42670,48500,60030,75080,89040,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",43-5071,"Shipping, Receiving, and Inventory Clerks",detailed,9290,3.3,4.141,0.73,22.29,46350,0.9,16.72,17.68,21.34,25.52,29.95,34770,36780,44390,53070,62290,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",detailed,800,12.9,0.358,0.92,22.58,46970,1.9,17.18,17.87,21.35,26.02,28.06,35740,37170,44400,54110,58360,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",43-6011,Executive Secretaries and Executive Administrative Assistants,detailed,12160,7.3,5.423,1.64,42.03,87420,2.7,22.9,29.52,38.38,47.92,60.96,47640,61400,79840,99670,126790,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",43-6012,Legal Secretaries and Administrative Assistants,detailed,2650,12.2,1.181,1.07,37.12,77210,3.6,23.13,27.54,37.05,45.86,49.6,48110,57290,77070,95390,103170,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",43-6013,Medical Secretaries and Administrative Assistants,detailed,13250,6.7,5.908,1.27,25.14,52300,1.5,17.52,21.17,22.8,28.9,36.52,36430,44040,47420,60120,75960,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",detailed,22030,8,9.827,0.76,27.27,56720,1.9,18.02,21.81,26.6,29.54,36.67,37480,45360,55330,61440,76270,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",43-9021,Data Entry Keyers,detailed,1770,18.3,0.788,0.75,21.89,45530,2.5,16.63,17.92,20.62,25.6,28.46,34580,37280,42900,53250,59190,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",43-9022,Word Processors and Typists,detailed,410,13.5,0.185,0.62,26.73,55590,4.6,18.06,18.53,26.63,33.3,37.55,37570,38550,55380,69260,78100,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",43-9031,Desktop Publishers,detailed,50,17.8,0.023,0.43,27.23,56630,8.7,17.83,20.89,23.49,34.63,38.49,37080,43440,48860,72040,80050,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",43-9041,Insurance Claims and Policy Processing Clerks,detailed,2210,15.1,0.986,0.64,29.25,60830,3.1,18.28,22.6,27.22,35.18,37.2,38010,47010,56620,73160,77370,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",detailed,700,16,0.312,0.63,20.38,42390,3.5,14.26,16.53,18.18,22.83,28.61,29650,34380,37810,47480,59510,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",43-9061,"Office Clerks, General",detailed,31580,3.4,14.084,0.77,24.03,49980,1.3,16.65,17.73,22.38,28.03,35.95,34630,36870,46550,58300,74770,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",43-9071,"Office Machine Operators, Except Computer",detailed,360,24.4,0.16,0.68,21.99,45730,4.3,17.01,18.34,18.35,23.48,29.16,35390,38140,38160,48830,60660,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",43-9081,Proofreaders and Copy Markers,detailed,100,22.7,0.046,1.2,31.04,64560,5.4,20.72,23.32,26.44,36.65,42.07,43090,48500,55000,76240,87500,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",43-9199,"Office and Administrative Support Workers, All Other",detailed,3980,5.6,1.774,1.7,27.91,58050,1.8,16.98,18.46,27.24,34.85,38.1,35310,38390,56660,72480,79240,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",45-0000,"Farming, Fishing, and Forestry Occupations",major,2390,8.5,1.068,0.33,22.49,46770,2.3,16.64,17.25,20.42,24.72,34.41,34600,35880,42460,51410,71570,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",detailed,230,17.5,0.105,0.57,34.49,71740,2.8,21.35,27.41,34.84,42.39,45.96,44410,57010,72470,88170,95590,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",45-2011,Agricultural Inspectors,detailed,80,35.9,0.034,0.35,30.67,63790,4.8,17.2,27.97,28.55,34.46,41.43,35780,58170,59380,71680,86180,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",45-2041,"Graders and Sorters, Agricultural Products",detailed,190,33.2,0.085,0.47,17.64,36700,4.4,14.43,16.96,17.43,17.57,20.66,30020,35280,36250,36540,42980,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",45-2091,Agricultural Equipment Operators,detailed,60,25.5,0.028,0.15,21.2,44090,4.2,17.35,18.12,22.38,22.45,22.65,36080,37680,46550,46700,47120,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",detailed,1290,9.1,0.574,0.29,20.43,42490,1.9,16.64,17.25,17.97,21.9,27.44,34600,35880,37380,45550,57070,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",detailed,220,9.3,0.096,0.4,20.57,42780,5.3,16.54,17.06,17.23,22.17,27.64,34410,35490,35840,46120,57480,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",45-2099,"Agricultural Workers, All Other",detailed,**,**,**,**,22.71,47230,9.4,17.45,22,22.08,22.86,29.01,36300,45760,45920,47540,60340,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",45-4011,Forest and Conservation Workers,detailed,60,41.1,0.026,0.58,19.91,41400,11,16.62,16.62,16.62,20.66,23.16,34570,34570,34570,42970,48170,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",47-0000,Construction and Extraction Occupations,major,89440,1.8,39.891,0.96,37.8,78620,1,21.38,26.82,35.14,46.65,59.99,44460,55780,73090,97030,124790,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,detailed,10240,8.5,4.569,0.97,49.91,103820,2.3,30.05,37.81,46.24,60.74,74.53,62500,78640,96170,126330,155020,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",47-2011,Boilermakers,detailed,110,33.2,0.048,0.52,51.28,106660,10.8,18.11,39.35,60.5,64.08,64.08,37670,81850,125840,133280,133280,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",47-2021,Brickmasons and Blockmasons,detailed,310,20.9,0.138,0.35,*,*,*,*,*,*,*,*,*,*,*,*,*,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",47-2031,Carpenters,detailed,12940,8.3,5.77,1.22,37.64,78280,2.4,22.79,29.21,36.14,46.21,57.14,47410,60750,75180,96110,118840,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",47-2041,Carpet Installers,detailed,730,20.4,0.325,2.31,29.44,61240,5.1,17.35,22.06,26.87,36.87,42.35,36090,45880,55890,76700,88090,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",detailed,550,16.9,0.244,1.88,35.26,73340,5.9,21.36,26.8,33.37,43.46,47.85,44420,55740,69420,90400,99540,,,4,0,Cross-industry,1235,,cross-industry
CA,41860,"San Francisco-Oakland-Hayward, CA",47-2044,Tile and Stone Setters,detailed,890,12.6,0.397,1.36,32.04,66650,4.2,19.62,21.64,29.37,36.93,45.7,40810,45010,61100,76820,95060,,,4,0,Cross-industry,1235,,cross-industry
