AREA,ST,AREA_NAME,OCC_CODE,OCC_TITLE,GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC_Q,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY,YEAR,OCC_GROUP,AREA_TYPE,NAICS,NAICS_TITLE,I_GROUP,OWN_CODE,O_GROUP,LOC_QUOTIENT,PCT_TOTAL,PRIM_STATE,PCT_RPT
11,DC,District of Columbia,17-3019,"Drafters, All Other",NA,40.0,45.2,0.06,0.48,31.01,64510.0,3.4,21.85,28.45,32.23,35.32,38.68,45450.0,59170.0,67040.0,73470.0,80450.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,17-3022,Civil Engineering Technicians,NA,380.0,22.4,0.592,1.06,27.11,56380.0,8.0,13.81,18.89,28.74,34.74,37.91,28730.0,39290.0,59790.0,72250.0,78850.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,17-3023,Electrical and Electronics Engineering Technicians,NA,700.0,27.3,1.089,0.93,34.76,72300.0,2.9,21.42,27.43,33.14,42.63,51.45,44560.0,57050.0,68930.0,88660.0,107020.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,17-3026,Industrial Engineering Technicians,NA,**,**,**,**,26.12,54330.0,8.4,19.88,21.57,24.25,27.34,29.2,41360.0,44860.0,50440.0,56880.0,60740.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,17-3029,"Engineering Technicians, Except Drafters, All Other",NA,440.0,0.5,0.68,1.34,34.73,72240.0,2.5,14.64,27.3,38.39,43.2,47.34,30460.0,56790.0,79860.0,89850.0,98470.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,19-0000,"Life, Physical, and Social Science Occupations",major,19630.0,5.7,30.442,3.61,45.9,95480.0,5.8,20.01,30.04,44.39,59.5,73.39,41610.0,62480.0,92340.0,123760.0,152650.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,19-1012,Food Scientists and Technologists,NA,**,**,**,**,43.85,91210.0,2.3,29.09,34.25,41.02,53.1,66.19,60500.0,71230.0,85310.0,110450.0,137680.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,19-1029,"Biological Scientists, All Other",NA,330.0,9.1,0.516,2.1,47.13,98020.0,2.4,22.93,31.04,42.0,56.31,79.47,47690.0,64560.0,87350.0,117130.0,165300.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,19-1031,Conservation Scientists,NA,130.0,47.0,0.205,1.39,40.03,83270.0,2.8,18.06,22.66,45.65,53.0,56.16,37570.0,47140.0,94950.0,110250.0,116820.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,19-1042,"Medical Scientists, Except Epidemiologists",NA,300.0,13.1,0.467,0.63,48.03,99900.0,2.5,25.43,33.69,50.16,55.65,73.39,52900.0,70070.0,104330.0,115750.0,152650.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,19-2011,Astronomers,NA,160.0,42.7,0.243,14.94,47.99,99810.0,9.6,29.84,36.73,45.65,57.33,74.75,62070.0,76390.0,94950.0,119240.0,155480.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,19-2012,Physicists,NA,490.0,2.6,0.765,6.05,58.65,121990.0,3.0,38.46,50.35,55.76,74.75,74.76,80010.0,104730.0,115980.0,155480.0,155500.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,19-2021,Atmospheric and Space Scientists,NA,60.0,36.8,0.087,1.16,42.14,87650.0,15.9,11.92,22.95,41.57,59.02,71.55,24790.0,47730.0,86460.0,122760.0,148820.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,19-2031,Chemists,NA,370.0,4.7,0.579,0.93,52.11,108390.0,4.0,29.22,43.87,53.01,63.35,73.39,60790.0,91240.0,110250.0,131770.0,152650.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,19-2041,"Environmental Scientists and Specialists, Including Health",NA,1370.0,4.2,2.13,3.29,53.44,111160.0,3.0,30.04,42.98,53.96,65.75,74.75,62470.0,89400.0,112230.0,136760.0,155480.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,19-2099,"Physical Scientists, All Other",NA,780.0,5.2,1.216,6.05,57.96,120570.0,3.1,36.0,47.08,59.96,71.4,74.76,74870.0,97930.0,124710.0,148510.0,155500.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,19-3011,Economists,NA,3770.0,4.7,5.853,52.62,54.54,113440.0,2.9,30.04,40.79,53.01,65.91,74.76,62480.0,84850.0,110250.0,137090.0,155500.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,19-3022,Survey Researchers,NA,360.0,18.4,0.551,4.14,38.38,79840.0,12.0,15.36,21.57,31.0,45.02,75.28,31940.0,44860.0,64470.0,93630.0,156590.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,19-3031,"Clinical, Counseling, and School Psychologists",NA,390.0,15.2,0.61,0.78,38.38,79830.0,4.9,17.63,28.56,37.44,43.9,50.63,36680.0,59400.0,77880.0,91300.0,105320.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,19-3032,Industrial-Organizational Psychologists,NA,**,**,**,**,42.14,87650.0,4.0,38.03,39.73,42.36,44.8,46.3,79100.0,82630.0,88110.0,93190.0,96300.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,19-3039,"Psychologists, All Other",NA,190.0,0.9,0.302,3.66,44.19,91920.0,2.8,27.11,35.97,44.39,53.0,57.78,56380.0,74810.0,92330.0,110240.0,120180.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,19-3041,Sociologists,NA,220.0,16.6,0.343,15.55,50.41,104850.0,4.8,26.3,35.52,48.99,62.39,79.42,54700.0,73870.0,101900.0,129760.0,165190.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,19-3051,Urban and Regional Planners,NA,200.0,22.5,0.311,1.04,43.32,90100.0,4.0,25.3,28.64,43.97,54.22,60.7,52630.0,59570.0,91450.0,112780.0,126250.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,19-3091,Anthropologists and Archeologists,NA,50.0,6.7,0.079,1.89,45.01,93620.0,2.6,30.61,33.04,44.24,52.8,57.64,63680.0,68720.0,92010.0,109820.0,119890.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,19-3093,Historians,NA,260.0,9.3,0.397,15.96,43.43,90340.0,4.6,18.12,37.19,45.6,54.21,60.69,37680.0,77360.0,94840.0,112760.0,126240.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,19-3094,Political Scientists,NA,3120.0,3.7,4.842,116.26,55.56,115560.0,3.8,30.03,42.81,55.65,65.76,74.75,62470.0,89040.0,115740.0,136770.0,155490.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,19-3099,"Social Scientists and Related Workers, All Other",NA,2960.0,10.2,4.587,18.67,42.55,88510.0,2.1,25.64,32.27,40.79,50.59,62.38,53340.0,67120.0,84850.0,105220.0,129760.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,19-4021,Biological Technicians,NA,120.0,3.5,0.192,0.34,20.48,42590.0,6.0,11.96,15.23,18.32,25.64,29.22,24870.0,31680.0,38100.0,53340.0,60770.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,19-4031,Chemical Technicians,NA,70.0,16.8,0.101,0.22,20.96,43590.0,4.2,11.63,16.27,20.06,24.79,28.78,24180.0,33830.0,41720.0,51560.0,59870.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,19-4061,Social Science Research Assistants,NA,2450.0,33.2,3.798,18.6,23.99,49890.0,4.2,11.74,15.69,20.93,29.24,40.39,24420.0,32640.0,43520.0,60830.0,84020.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,19-4091,"Environmental Science and Protection Technicians, Including Health",NA,210.0,14.0,0.328,1.39,18.77,39030.0,15.3,9.65,10.48,12.64,24.03,37.59,20060.0,21790.0,26290.0,49980.0,78190.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,19-4092,Forensic Science Technicians,NA,270.0,28.2,0.424,4.33,35.6,74050.0,3.2,23.55,26.69,32.98,40.97,54.58,48980.0,55510.0,68590.0,85220.0,113530.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,19-4099,"Life, Physical, and Social Science Technicians, All Other",NA,260.0,2.2,0.403,0.88,26.37,54860.0,2.0,14.64,18.8,24.36,28.46,46.03,30450.0,39110.0,50660.0,59200.0,95730.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,21-0000,Community and Social Service Occupations,major,9790.0,4.0,15.181,1.03,25.23,52480.0,4.2,12.02,16.4,22.92,32.5,41.39,25000.0,34110.0,47670.0,67610.0,86100.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,21-1011,Substance Abuse and Behavioral Disorder Counselors,NA,310.0,24.7,0.487,0.82,20.78,43220.0,4.9,13.06,15.86,20.06,24.12,31.33,27160.0,32990.0,41710.0,50170.0,65170.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,21-1012,"Educational, Guidance, School, and Vocational Counselors",NA,1050.0,10.3,1.633,0.86,28.78,59870.0,3.3,15.23,20.62,26.65,35.92,44.17,31670.0,42890.0,55440.0,74710.0,91860.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,21-1014,Mental Health Counselors,NA,600.0,8.9,0.926,1.04,20.35,42340.0,9.5,12.15,14.34,19.49,25.11,30.66,25280.0,29840.0,40540.0,52230.0,63770.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,21-1015,Rehabilitation Counselors,NA,430.0,12.9,0.674,0.78,18.08,37600.0,17.0,10.01,10.83,13.49,24.83,32.5,20820.0,22530.0,28060.0,51660.0,67600.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,21-1019,"Counselors, All Other",NA,60.0,7.6,0.087,0.41,18.32,38110.0,8.9,12.21,13.11,14.61,20.89,26.02,25400.0,27280.0,30390.0,43450.0,54130.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,21-1021,"Child, Family, and School Social Workers",NA,1650.0,6.6,2.552,1.18,25.53,53100.0,7.4,13.89,18.22,24.68,33.34,38.92,28900.0,37900.0,51340.0,69350.0,80960.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,21-1022,Healthcare Social Workers,NA,320.0,5.4,0.503,0.48,34.2,71130.0,3.1,22.27,26.39,33.07,41.28,47.39,46320.0,54900.0,68780.0,85860.0,98570.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,21-1023,Mental Health and Substance Abuse Social Workers,NA,380.0,8.3,0.589,0.65,27.79,57810.0,6.5,15.77,18.6,28.27,34.86,41.02,32810.0,38680.0,58810.0,72500.0,85320.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,21-1029,"Social Workers, All Other",NA,490.0,14.1,0.758,1.54,32.37,67320.0,4.7,19.52,25.59,32.82,39.05,44.4,40590.0,53220.0,68260.0,81220.0,92340.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,21-1091,Health Educators,NA,670.0,26.1,1.043,2.36,36.8,76550.0,9.1,14.66,23.85,35.99,48.31,62.57,30490.0,49600.0,74860.0,100470.0,130150.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,21-1092,Probation Officers and Correctional Treatment Specialists,NA,120.0,10.6,0.183,0.26,25.1,52200.0,13.9,14.05,17.14,24.13,31.74,35.37,29230.0,35640.0,50190.0,66020.0,73580.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,21-1093,Social and Human Service Assistants,NA,1450.0,12.1,2.243,0.8,21.95,45650.0,4.7,13.48,16.51,19.89,25.4,33.48,28040.0,34340.0,41370.0,52830.0,69630.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,21-1798,"Community and Social Service Specialists, All Other*",NA,1720.0,13.2,2.665,2.81,20.74,43130.0,7.7,10.17,13.24,17.73,26.51,36.9,21150.0,27530.0,36890.0,55150.0,76750.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,21-2011,Clergy,NA,310.0,13.6,0.479,1.44,29.54,61440.0,5.4,11.25,18.56,30.66,37.0,50.03,23390.0,38600.0,63770.0,76960.0,104070.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,21-2021,"Directors, Religious Activities and Education",NA,170.0,28.4,0.257,1.87,26.12,54340.0,9.2,12.58,15.8,24.9,34.57,42.5,26160.0,32860.0,51790.0,71900.0,88390.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,23-0000,Legal Occupations,major,38730.0,1.2,60.064,7.69,66.43,138160.0,3.5,27.17,40.81,65.23,79.47,#,56520.0,84880.0,135680.0,165300.0,#,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,23-1011,Lawyers,NA,29010.0,1.7,44.995,10.11,77.43,161050.0,5.4,42.98,59.02,73.38,88.59,#,89390.0,122760.0,152640.0,184260.0,#,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,23-1012,Judicial Law Clerks,NA,250.0,17.6,0.387,2.72,33.52,69710.0,10.0,14.76,20.81,28.72,46.69,56.86,30690.0,43290.0,59740.0,97120.0,118260.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,23-1022,"Arbitrators, Mediators, and Conciliators",NA,100.0,46.3,0.156,2.9,45.88,95420.0,7.1,21.7,27.86,38.9,65.24,74.76,45130.0,57950.0,80900.0,135690.0,155490.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,23-2011,Paralegals and Legal Assistants*,NA,6950.0,4.7,10.776,5.48,32.75,68120.0,2.6,20.29,24.56,31.03,39.19,46.59,42210.0,51090.0,64550.0,81520.0,96910.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,23-2091,Court Reporters,NA,260.0,47.3,0.407,2.83,22.76,47340.0,7.1,9.47,16.29,21.17,29.95,36.89,19690.0,33880.0,44040.0,62290.0,76720.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,23-2099,"Legal Support Workers, All Other",NA,1740.0,7.1,2.705,7.76,32.12,66810.0,4.6,19.64,23.0,28.13,35.24,57.0,40840.0,47830.0,58510.0,73300.0,118560.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-0000,"Education, Training, and Library Occupations",major,33540.0,3.8,52.015,0.79,30.73,63920.0,4.7,10.8,15.52,26.56,37.88,54.26,22460.0,32270.0,55240.0,78780.0,112860.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-1011,"Business Teachers, Postsecondary",NA,660.0,10.2,1.029,1.61,*,111310.0,4.6,*,*,*,*,*,47000.0,63910.0,101870.0,145000.0,185970.0,TRUE,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-1021,"Computer Science Teachers, Postsecondary",NA,180.0,8.5,0.285,1.09,*,97750.0,3.4,*,*,*,*,*,48110.0,61580.0,96680.0,122420.0,153770.0,TRUE,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-1022,"Mathematical Science Teachers, Postsecondary",NA,310.0,3.2,0.481,1.15,*,91210.0,5.7,*,*,*,*,*,44590.0,61420.0,81980.0,112660.0,151720.0,TRUE,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-1031,"Architecture Teachers, Postsecondary",NA,110.0,0.0,0.178,3.23,*,*,*,*,*,*,*,*,*,*,*,*,*,TRUE,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-1032,"Engineering Teachers, Postsecondary",NA,190.0,0.0,0.295,1.12,*,104520.0,10.3,*,*,*,*,*,37760.0,73620.0,99490.0,131140.0,173300.0,TRUE,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-1042,"Biological Science Teachers, Postsecondary",NA,590.0,0.2,0.922,2.36,*,101480.0,7.6,*,*,*,*,*,48130.0,63130.0,87550.0,123960.0,175350.0,TRUE,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-1052,"Chemistry Teachers, Postsecondary",NA,170.0,0.0,0.27,1.66,*,95790.0,4.0,*,*,*,*,*,44710.0,61610.0,83330.0,120060.0,166030.0,TRUE,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-1054,"Physics Teachers, Postsecondary",NA,110.0,0.0,0.164,1.55,*,85320.0,4.3,*,*,*,*,*,41070.0,60060.0,81760.0,106570.0,140540.0,TRUE,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-1061,"Anthropology and Archeology Teachers, Postsecondary",NA,60.0,8.0,0.091,2.01,*,81730.0,3.7,*,*,*,*,*,50000.0,59900.0,82140.0,101150.0,122550.0,TRUE,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",NA,**,**,**,**,*,49340.0,10.1,*,*,*,*,*,18150.0,24670.0,42770.0,57270.0,92830.0,TRUE,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-1063,"Economics Teachers, Postsecondary",NA,190.0,1.5,0.293,2.83,*,95130.0,8.6,*,*,*,*,*,34060.0,55130.0,89330.0,118920.0,165050.0,TRUE,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-1065,"Political Science Teachers, Postsecondary",NA,1090.0,0.0,1.691,12.57,*,76480.0,3.3,*,*,*,*,*,36970.0,50700.0,59660.0,93090.0,134070.0,TRUE,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-1066,"Psychology Teachers, Postsecondary",NA,190.0,2.2,0.294,1.0,*,78110.0,3.4,*,*,*,*,*,32510.0,51440.0,75440.0,100590.0,120610.0,TRUE,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-1067,"Sociology Teachers, Postsecondary",NA,120.0,1.2,0.179,1.33,*,82110.0,4.2,*,*,*,*,*,42270.0,56630.0,72110.0,92030.0,139300.0,TRUE,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-1069,"Social Sciences Teachers, Postsecondary, All Other",NA,60.0,25.1,0.098,1.36,*,83820.0,8.5,*,*,*,*,*,41790.0,51760.0,70390.0,98280.0,123630.0,TRUE,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-1071,"Health Specialties Teachers, Postsecondary",NA,2070.0,49.5,3.203,2.68,*,115300.0,22.4,*,*,*,*,*,30360.0,60300.0,88680.0,166110.0,#,TRUE,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-1072,"Nursing Instructors and Teachers, Postsecondary",NA,270.0,2.5,0.424,0.97,*,65710.0,9.3,*,*,*,*,*,18780.0,29730.0,59320.0,89340.0,118500.0,TRUE,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-1081,"Education Teachers, Postsecondary",NA,350.0,3.9,0.541,1.1,*,67960.0,5.7,*,*,*,*,*,34060.0,45280.0,60540.0,81000.0,115660.0,TRUE,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-1082,"Library Science Teachers, Postsecondary",NA,**,**,**,**,*,46550.0,21.2,*,*,*,*,*,17890.0,18520.0,19570.0,65140.0,85820.0,TRUE,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",NA,70.0,9.7,0.113,0.99,*,76290.0,3.4,*,*,*,*,*,34670.0,45340.0,64530.0,94600.0,144670.0,TRUE,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-1112,"Law Teachers, Postsecondary",NA,1070.0,0.0,1.661,14.23,*,97580.0,12.7,*,*,*,*,*,17990.0,19230.0,68730.0,151900.0,#,TRUE,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-1121,"Art, Drama, and Music Teachers, Postsecondary",NA,590.0,13.7,0.911,1.3,*,65680.0,7.5,*,*,*,*,*,19380.0,39740.0,62360.0,84640.0,124100.0,TRUE,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-1122,"Communications Teachers, Postsecondary",NA,330.0,2.6,0.514,2.23,*,76900.0,5.5,*,*,*,*,*,44780.0,56100.0,70800.0,91100.0,118380.0,TRUE,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-1123,"English Language and Literature Teachers, Postsecondary",NA,550.0,7.1,0.848,1.5,*,65810.0,2.5,*,*,*,*,*,34840.0,44550.0,59760.0,82420.0,107840.0,TRUE,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-1124,"Foreign Language and Literature Teachers, Postsecondary",NA,450.0,6.8,0.705,3.12,*,59350.0,4.0,*,*,*,*,*,35860.0,42840.0,53040.0,72000.0,94640.0,TRUE,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-1125,"History Teachers, Postsecondary",NA,240.0,4.0,0.372,2.04,*,84210.0,2.1,*,*,*,*,*,48750.0,62380.0,76450.0,95350.0,132330.0,TRUE,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-1126,"Philosophy and Religion Teachers, Postsecondary",NA,310.0,0.5,0.474,2.77,*,68480.0,8.1,*,*,*,*,*,19120.0,47540.0,67560.0,87620.0,114470.0,TRUE,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-1191,Graduate Teaching Assistants,NA,**,**,**,**,*,46540.0,2.4,*,*,*,*,*,30410.0,39240.0,45250.0,54890.0,65700.0,TRUE,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",NA,60.0,0.0,0.088,0.61,*,52400.0,1.6,*,*,*,*,*,25480.0,29440.0,44050.0,64780.0,100930.0,TRUE,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-1194,"Vocational Education Teachers, Postsecondary",NA,190.0,32.7,0.293,0.3,28.93,60180.0,3.6,18.08,23.72,27.98,33.98,40.86,37610.0,49340.0,58200.0,70680.0,84990.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-1199,"Postsecondary Teachers, All Other",NA,1000.0,4.0,1.554,1.09,*,56370.0,21.7,*,*,*,*,*,17710.0,18530.0,33340.0,72070.0,129480.0,TRUE,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-2011,"Preschool Teachers, Except Special Education",NA,1090.0,21.5,1.685,0.62,15.06,31330.0,6.2,9.07,10.28,13.26,19.57,22.89,18870.0,21380.0,27580.0,40700.0,47610.0,NA,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-2012,"Kindergarten Teachers, Except Special Education",NA,230.0,16.9,0.355,0.28,*,42310.0,4.3,*,*,*,*,*,27270.0,32070.0,41400.0,49900.0,58510.0,TRUE,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-2021,"Elementary School Teachers, Except Special Education",NA,2420.0,6.4,3.756,0.34,*,62090.0,9.7,*,*,*,*,*,36490.0,45790.0,62960.0,79690.0,90590.0,TRUE,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-2022,"Middle School Teachers, Except Special and Career/Technical Education",NA,710.0,27.5,1.107,0.22,*,55370.0,10.5,*,*,*,*,*,33360.0,42290.0,51990.0,68310.0,86790.0,TRUE,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,DC,District of Columbia,25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",NA,1320.0,15.3,2.045,0.26,*,60060.0,6.1,*,*,*,*,*,41540.0,49290.0,56990.0,71800.0,87170.0,TRUE,NA,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
